"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"19-Jul-2022","EQ","2,400.30","2,447.00","2,400.30","2,422.25","2,433.00","2,437.10","2,429.46","2,856.15","2,016.25",7587006,"18,432,314,366.20",213280
"18-Jul-2022","EQ","2,421.00","2,425.00","2,392.30","2,401.80","2,423.00","2,422.25","2,408.23","2,856.15","2,016.25",6996757,"16,849,806,027.65",212210
"15-Jul-2022","EQ","2,415.00","2,415.00","2,383.10","2,397.15","2,401.15","2,401.80","2,397.18","2,856.15","2,016.25",4431880,"10,623,995,556.20",137878
"14-Jul-2022","EQ","2,388.00","2,433.95","2,376.95","2,377.55","2,399.00","2,397.15","2,398.08","2,856.15","2,016.25",7831798,"18,781,243,733.65",257217
"13-Jul-2022","EQ","2,427.30","2,434.00","2,373.00","2,420.45","2,379.00","2,377.55","2,398.49","2,856.15","2,016.25",6564435,"15,744,718,033.45",263635
"12-Jul-2022","EQ","2,404.00","2,439.70","2,404.00","2,423.90","2,418.80","2,420.45","2,424.68","2,856.15","2,016.25",4974502,"12,061,561,234.20",203393
"11-Jul-2022","EQ","2,376.50","2,428.80","2,370.00","2,391.40","2,421.50","2,423.90","2,400.92","2,856.15","2,016.25",6390604,"15,343,320,840.20",224208
"08-Jul-2022","EQ","2,418.00","2,418.00","2,382.55","2,388.10","2,391.00","2,391.40","2,393.99","2,856.15","2,016.25",8773162,"21,002,872,434.25",310810
"07-Jul-2022","EQ","2,425.90","2,433.25","2,375.00","2,411.85","2,391.00","2,388.10","2,392.12","2,856.15","2,016.25",10753423,"25,723,462,115.35",388023
"06-Jul-2022","EQ","2,420.10","2,441.95","2,388.00","2,433.25","2,415.00","2,411.85","2,410.61","2,856.15","2,016.25",11050026,"26,637,248,724.35",392094
"05-Jul-2022","EQ","2,423.00","2,464.90","2,417.10","2,413.70","2,431.55","2,433.25","2,440.39","2,856.15","2,016.25",8144239,"19,875,158,179.60",351338
"04-Jul-2022","EQ","2,378.95","2,442.00","2,366.10","2,408.70","2,413.00","2,413.70","2,412.08","2,856.15","2,016.25",19317335,"46,594,929,825.60",525122
"01-Jul-2022","EQ","2,574.90","2,592.00","2,365.00","2,595.65","2,406.00","2,408.70","2,434.35","2,856.15","2,016.25",37841671,"92,119,994,931.80",1165095
"30-Jun-2022","EQ","2,580.00","2,615.90","2,566.00","2,580.15","2,589.00","2,595.65","2,596.11","2,856.15","2,016.25",10666627,"27,691,790,169.90",321110
"29-Jun-2022","EQ","2,507.20","2,597.00","2,501.00","2,527.70","2,576.00","2,580.15","2,559.16","2,856.15","2,016.25",8863172,"22,682,290,935.35",383990
"28-Jun-2022","EQ","2,482.10","2,533.95","2,482.10","2,492.65","2,530.00","2,527.70","2,515.75","2,856.15","2,016.25",6263867,"15,758,339,977.00",279432
"27-Jun-2022","EQ","2,544.95","2,544.95","2,481.55","2,500.05","2,495.60","2,492.65","2,511.81","2,856.15","2,016.25",7141493,"17,938,104,628.25",245447
"24-Jun-2022","EQ","2,480.00","2,511.00","2,468.00","2,464.95","2,497.55","2,500.05","2,491.97","2,856.15","2,016.25",6571866,"16,376,908,912.20",258066
"23-Jun-2022","EQ","2,515.05","2,525.00","2,445.00","2,505.60","2,469.00","2,464.95","2,485.55","2,856.15","2,016.25",8974475,"22,306,490,549.05",400081
"22-Jun-2022","EQ","2,558.10","2,558.30","2,501.00","2,584.10","2,502.00","2,505.60","2,524.18","2,856.15","2,016.25",4899839,"12,368,075,581.25",229961
"21-Jun-2022","EQ","2,560.00","2,593.40","2,528.30","2,543.05","2,582.00","2,584.10","2,562.46","2,856.15","2,016.25",5408801,"13,859,827,576.20",219641
"20-Jun-2022","EQ","2,605.00","2,617.10","2,521.10","2,590.00","2,542.90","2,543.05","2,552.96","2,856.15","2,016.25",5568825,"14,216,989,371.65",228914
"17-Jun-2022","EQ","2,560.00","2,624.85","2,556.10","2,560.00","2,605.05","2,590.00","2,592.42","2,856.15","2,016.25",11286988,"29,260,639,914.30",287827
"16-Jun-2022","EQ","2,623.00","2,659.05","2,554.00","2,596.30","2,555.10","2,560.00","2,603.56","2,856.15","2,016.25",7896943,"20,560,173,723.70",282387
"15-Jun-2022","EQ","2,617.55","2,637.30","2,584.40","2,628.10","2,595.80","2,596.30","2,613.39","2,856.15","2,016.25",5166738,"13,502,708,125.15",214934
"14-Jun-2022","EQ","2,650.05","2,671.85","2,613.45","2,662.90","2,627.75","2,628.10","2,637.47","2,856.15","2,016.25",6790653,"17,910,140,469.65",237522
"13-Jun-2022","EQ","2,650.00","2,672.80","2,616.30","2,714.25","2,668.00","2,662.90","2,646.30","2,856.15","2,016.25",8131998,"21,519,668,179.50",303540
"10-Jun-2022","EQ","2,771.90","2,789.90","2,701.50","2,798.75","2,713.90","2,714.25","2,740.01","2,856.15","2,016.25",8349943,"22,878,943,836.30",278759
"09-Jun-2022","EQ","2,710.00","2,803.00","2,710.00","2,724.05","2,796.05","2,798.75","2,763.87","2,856.15","2,016.25",7973935,"22,038,890,334.10",281501
"08-Jun-2022","EQ","2,772.75","2,781.00","2,716.30","2,772.75","2,722.00","2,724.05","2,741.07","2,856.15","2,016.25",5759172,"15,786,294,151.30",241691
"07-Jun-2022","EQ","2,769.90","2,791.10","2,752.05","2,767.55","2,767.05","2,772.75","2,773.03","2,856.15","2,016.25",5703333,"15,815,485,543.85",232290
"06-Jun-2022","EQ","2,780.00","2,814.00","2,751.80","2,779.50","2,766.25","2,767.55","2,775.79","2,856.15","2,016.25",5119488,"14,210,599,849.75",217253
"03-Jun-2022","EQ","2,744.00","2,817.35","2,742.00","2,724.30","2,778.00","2,779.50","2,793.34","2,856.15","2,016.25",11048210,"30,861,449,556.90",353834
"02-Jun-2022","EQ","2,634.00","2,732.45","2,634.00","2,633.50","2,728.30","2,724.30","2,701.30","2,856.15","2,016.25",10211408,"27,584,103,887.40",297958
"01-Jun-2022","EQ","2,634.30","2,655.20","2,616.20","2,632.65","2,635.00","2,633.50","2,638.15","2,856.15","2,016.25",4512079,"11,903,542,973.55",165071
"31-May-2022","EQ","2,641.40","2,678.80","2,615.70","2,664.80","2,623.60","2,632.65","2,638.54","2,856.15","2,016.25",32591420,"85,993,898,870.00",309551
"30-May-2022","EQ","2,615.00","2,674.00","2,594.20","2,575.10","2,668.00","2,664.80","2,640.57","2,856.15","2,016.25",6393341,"16,882,083,950.05",176733
"27-May-2022","EQ","2,593.05","2,605.15","2,540.10","2,587.10","2,575.30","2,575.10","2,574.11","2,856.15","1,960.00",7624888,"19,627,294,687.95",223459
"26-May-2022","EQ","2,624.40","2,634.90","2,548.00","2,612.00","2,589.00","2,587.10","2,587.30","2,856.15","1,960.00",8252551,"21,351,851,439.70",295460
"25-May-2022","EQ","2,635.00","2,656.70","2,601.50","2,615.85","2,613.40","2,612.00","2,625.82","2,856.15","1,960.00",5867760,"15,407,680,360.40",224077
"24-May-2022","EQ","2,607.00","2,638.00","2,597.70","2,606.90","2,615.05","2,615.85","2,619.42","2,856.15","1,960.00",6243086,"16,353,268,081.50",238049
"23-May-2022","EQ","2,631.50","2,653.55","2,593.00","2,624.45","2,602.50","2,606.90","2,617.90","2,856.15","1,960.00",7039144,"18,427,794,860.95",256879
"20-May-2022","EQ","2,512.50","2,644.40","2,502.00","2,479.85","2,628.85","2,624.45","2,569.30","2,856.15","1,930.40",10057508,"25,840,801,772.20",366921
"19-May-2022","EQ","2,484.00","2,512.50","2,466.05","2,538.35","2,477.90","2,479.85","2,494.14","2,856.15","1,930.40",6783641,"16,919,358,308.20",266213
"18-May-2022","EQ","2,539.65","2,570.00","2,508.25","2,529.15","2,542.25","2,538.35","2,535.87","2,856.15","1,930.40",7973235,"20,219,114,283.45",293806
